"","acceptedScientificName","acceptedTaxonKey","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","elevation","eventDate","eventRemarks","family","familyKey","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferenceProtocol","georeferenceRemarks","georeferenceSources","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/captive","http://unknown.org/nick","http://unknown.org/recordEnteredBy","http://unknown.org/recordID","identificationID","identifiedBy","identifier","inCluster","individualCount","informationWithheld","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","locality","lon","modified","month","municipality","nomenclaturalCode","nomenclaturalStatus","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","scientificName","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","typeStatus","verbatimElevation","verbatimEventDate","verbatimLocality","year","downloadDate"
"13","Aloe ballyi Reynolds",2778017,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"PRE0591070-0","Liliopsida",196,"Not available, Kenya","PRECIS",NA,NA,NA,NA,"Kenya",168,NA,"1881d048-04f9-4bc2-b7c8-931d1659a354",NA,NA,31,NA,"1952-03-31T00:00:00",NA,"Asphodelaceae",4259209,NA,"Kenya","461606346","Aloe","Aloe",2770879,NA,NA,NA,NA,NA,NA,NA,"c5f7ef70-e233-11d9-a4d6-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,"5a18cf7d-c259-47a4-a3ab-5c3a4024bd2e","SANBI",NA,"a28fab65-4877-4c70-b123-389b860f1727",FALSE,"KE","EN",461606346,"Plantae",6,NA,"2022-03-08T19:06:47.092+00:00","2022-03-08T19:20:07.334+00:00","2022-03-08T19:20:07.334+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","Not available",NA,NA,3,NA,NA,NA,NA,NA,"PRESENT","Asparagales",1169,NA,NA,"Tracheophyta",7707728,"DWC_ARCHIVE","ZA","c5f7ef70-e233-11d9-a4d6-b8a03c50a862","Reynolds G.W.",NA,NA,NA,NA,NA,"Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,NA,2778017,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1952,2022-03-09
"14","Aloe ballyi Reynolds",2778017,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"K000256475","Liliopsida",196,"2½miles West of Mwatate; 20 miles West of Voi., Kenya","Herbarium",NA,"dceb8d52-094c-4c2c-8960-75e0097c6861",NA,NA,"Kenya",153,NA,"cd6e21c8-9e8a-493a-8a76-fbf7862069e5",NA,NA,31,610,"1952-03-31T00:00:00",NA,"Asphodelaceae",4259209,NA,"Kenya","912231359","Aloe","Aloe",2770879,NA,NA,NA,NA,"In dense bush","ALOACEAE",NA,"061b4f20-f241-11da-a328-b8a03c50a862",NA,NA,NA,NA,NA,"Unknown","K000256475",FALSE,NA,NA,"996e30f8-f762-11e1-a439-00145eb45e9a","K",NA,"fa252605-26f6-426c-9892-94d071c2c77f",FALSE,"KE","EN",912231359,"Plantae",6,NA,"2021-11-26T09:54:57.270+00:00","2022-01-30T13:45:09.565+00:00","2022-01-30T13:45:09.565+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","2½miles West of Mwatate; 20 miles West of Voi.",NA,"2004-11-02T10:08:02.640+00:00",3,NA,NA,NA,"http://specimens.kew.org/herbarium/K000256475","Sheet 2/2.  Seen for Flora of Tropical East Africa.","PRESENT","Asparagales",1169,NA,NA,"Tracheophyta",7707728,"DWC_ARCHIVE","GB","061b4f20-f241-11da-a328-b8a03c50a862","Reynolds, G.W.","6378",NA,NA,NA,NA,"Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,NA,2778017,"ACCEPTED","SPECIES",NA,"ISOTYPE",NA,NA,NA,1952,2022-03-09
"15","Aloe ballyi Reynolds",2778017,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"K000256474","Liliopsida",196,"2½miles West of Mwatate; 20 miles West of Voi., Kenya","Herbarium",NA,"dceb8d52-094c-4c2c-8960-75e0097c6861",NA,NA,"Kenya",153,NA,"cd6e21c8-9e8a-493a-8a76-fbf7862069e5",NA,NA,31,610,"1952-03-31T00:00:00",NA,"Asphodelaceae",4259209,NA,"Kenya","912231361","Aloe","Aloe",2770879,NA,NA,NA,NA,"In dense bush","ALOACEAE",NA,"061b4f20-f241-11da-a328-b8a03c50a862",NA,NA,NA,NA,NA,"Unknown","K000256474",FALSE,NA,NA,"996e30f8-f762-11e1-a439-00145eb45e9a","K",NA,"fa252605-26f6-426c-9892-94d071c2c77f",FALSE,"KE","EN",912231361,"Plantae",6,NA,"2021-11-26T09:54:57.270+00:00","2022-01-30T13:45:04.099+00:00","2022-01-30T13:45:04.099+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","2½miles West of Mwatate; 20 miles West of Voi.",NA,"2004-11-02T10:04:15.187+00:00",3,NA,NA,NA,"http://specimens.kew.org/herbarium/K000256474","Sheet 1/2.  See Photographs.  Seen for Flora of Tropical East Africa.","PRESENT","Asparagales",1169,NA,NA,"Tracheophyta",7707728,"DWC_ARCHIVE","GB","061b4f20-f241-11da-a328-b8a03c50a862","Reynolds, G.W.","6378",NA,NA,NA,NA,"Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,NA,2778017,"ACCEPTED","SPECIES",NA,"ISOTYPE",NA,NA,NA,1952,2022-03-09
"16","Aloe ballyi Reynolds",2778017,"Coast","Taita",NA,"PRESERVED_SPECIMEN","http://www.tropicos.org/Specimen/3006232","3006232","Liliopsida",196,"4 km W of Mwatate, Coast, Taita, Kenya, AFRICA","MO","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,"AFRICA",NA,"Kenya",192,NA,"7bd65a7a-f762-11e1-a439-00145eb45e9a","Tropicos",NA,31,610,"1952-03-31T00:00:00",NA,"Asphodelaceae",4259209,NA,"Kenya","1260378291","Aloe","Aloe",2770879,"WGS84",NA,NA,NA,NA,NA,NA,"90fd6680-349f-11d8-aa2d-b8a03c50a862",NA,NA,NA,NA,NA,"FTEA: TYPE","urn:catalog:MO:Tropicos:3006232",FALSE,NA,NA,"c4e134d3-c68f-406d-a116-6a37895602e0","MO",NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",FALSE,"KE","EN",1260378291,"Plantae",6,NA,"2021-11-21T19:30:21.621+00:00","2022-01-29T19:48:07.175+00:00","2022-01-29T19:48:07.175+00:00",-3.5,"http://creativecommons.org/licenses/by/4.0/legalcode","4 km W of Mwatate",38.35,NA,3,NA,"ICNafp","No opinion","urn:catalog:MO:Tropicos:3006232",NA,"PRESENT","Asparagales",1169,NA,"MOBOT","Tracheophyta",7707728,"DWC_ARCHIVE","US","90fd6680-349f-11d8-aa2d-b8a03c50a862","REYNOLDS","REYNOLDS 6378",NA,NA,NA,"Missouri Botanical Garden","Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,"50142452",2778017,"ACCEPTED","SPECIES","PhysicalObject",NA,NA,NA,NA,1952,2022-03-09
"17","Aloe ballyi Reynolds",2778017,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"K000210684","Liliopsida",196,"Tanzania","Herbarium",NA,"dceb8d52-094c-4c2c-8960-75e0097c6861",NA,NA,"Tanzania",153,NA,"cd6e21c8-9e8a-493a-8a76-fbf7862069e5",NA,"1991-10-09T00:00:00",12,884,"1942-02-12T00:00:00",NA,"Asphodelaceae",4259209,NA,"Tanzania, United Republic of","912192199","Aloe","Aloe",2770879,"WGS84","Gazetteer",NA,NA,NA,"ALOACEAE","Same","061b4f20-f241-11da-a328-b8a03c50a862",NA,NA,NA,NA,NA,"Carter, S.","K000210684",FALSE,NA,NA,"996e30f8-f762-11e1-a439-00145eb45e9a","K",NA,"fa252605-26f6-426c-9892-94d071c2c77f",FALSE,"TZ","EN",912192199,"Plantae",6,NA,"2021-11-26T09:54:57.270+00:00","2022-01-30T13:45:39.567+00:00","2022-01-30T13:45:39.567+00:00",-4.25,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,37.87,NA,2,"Same",NA,NA,"http://specimens.kew.org/herbarium/K000210684","From the herbarium East African Agricultural research station, Amani.","PRESENT","Asparagales",1169,NA,NA,"Tracheophyta",7707728,"DWC_ARCHIVE","GB","061b4f20-f241-11da-a328-b8a03c50a862","Greenway, P.J.","6445",NA,NA,NA,NA,"Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,NA,2778017,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1942,2022-03-09
"18","Aloe ballyi Reynolds",2778017,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"K000210685","Liliopsida",196,"Mamba track, Tanzania","Herbarium",NA,"dceb8d52-094c-4c2c-8960-75e0097c6861",NA,NA,"Tanzania",153,NA,"cd6e21c8-9e8a-493a-8a76-fbf7862069e5",NA,"1976-09-02T00:00:00",17,914,"1942-06-17T00:00:00","A succulent tree with a solitary stem up to 25ft. tall, rarely suckering. Stem crowned with a rosette of grey-green non-spotted leaves up to 2.6 in. long. More information given.","Asphodelaceae",4259209,NA,"Tanzania, United Republic of","912192251","Aloe","Aloe",2770879,"WGS84","Gazetteer",NA,NA,"In Euphorbia woodland on a steep rocky mountain slope. Frequency; Locally common.","ALOACEAE","Same","061b4f20-f241-11da-a328-b8a03c50a862",NA,NA,NA,NA,NA,"Reynolds, G.W.","K000210685",FALSE,NA,NA,"996e30f8-f762-11e1-a439-00145eb45e9a","K",NA,"fa252605-26f6-426c-9892-94d071c2c77f",FALSE,"TZ","EN",912192251,"Plantae",6,NA,"2021-11-26T09:54:57.270+00:00","2022-01-30T13:45:02.506+00:00","2022-01-30T13:45:02.506+00:00",-4.25,"http://creativecommons.org/licenses/by/4.0/legalcode","Mamba track",37.87,NA,6,"Same",NA,NA,"http://specimens.kew.org/herbarium/K000210685","The rat aloe. From the herbarium East African Agricultural research station, Amani.","PRESENT","Asparagales",1169,NA,NA,"Tracheophyta",7707728,"DWC_ARCHIVE","GB","061b4f20-f241-11da-a328-b8a03c50a862","Greenway, P.J.","6470",NA,NA,NA,NA,"Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,NA,2778017,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1942,2022-03-09
"19","Aloe ballyi Reynolds",2778017,"Kilimanjaro","Same",NA,"PRESERVED_SPECIMEN","http://www.tropicos.org/Specimen/3018179","3018179","Liliopsida",196,"Pare District: Mamba track, Kilimanjaro, Same, Tanzania, AFRICA","MO","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,"AFRICA",NA,"Tanzania",192,NA,"7bd65a7a-f762-11e1-a439-00145eb45e9a","Tropicos",NA,NA,NA,"1942-06-01T00:00:00",NA,"Asphodelaceae",4259209,NA,"Tanzania, United Republic of","1260391455","Aloe","Aloe",2770879,"WGS84",NA,NA,NA,NA,NA,NA,"90fd6680-349f-11d8-aa2d-b8a03c50a862",NA,NA,NA,NA,NA,"FTEA","urn:catalog:MO:Tropicos:3018179",FALSE,NA,NA,"c4e134d3-c68f-406d-a116-6a37895602e0","MO",NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",FALSE,"TZ","EN",1260391455,"Plantae",6,NA,"2021-11-21T19:30:21.621+00:00","2022-01-29T19:48:05.578+00:00","2022-01-29T19:48:05.578+00:00",-4.43333,"http://creativecommons.org/licenses/by/4.0/legalcode","Pare District: Mamba track",38,NA,6,NA,"ICNafp","No opinion","urn:catalog:MO:Tropicos:3018179",NA,"PRESENT","Asparagales",1169,NA,"MOBOT","Tracheophyta",7707728,"DWC_ARCHIVE","US","90fd6680-349f-11d8-aa2d-b8a03c50a862","P.J. Greenway","Greenway 6470",NA,NA,NA,"Missouri Botanical Garden","Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,"50142452",2778017,"ACCEPTED","SPECIES","PhysicalObject",NA,NA,NA,NA,1942,2022-03-09
"20","Aloe ballyi Reynolds",2778017,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"ZSS-000001","Liliopsida",196,"Kenya",NA,NA,NA,NA,NA,"Kenya",404,"ZSS-000001","064508e2-255e-4d82-9f13-05d73476cc03",NA,NA,1,NA,"1940-01-01T00:00:00",NA,"Asphodelaceae",4259209,"4093","Kenya","2575276795","Aloe","Aloe",2770879,NA,NA,NA,NA,NA,NA,NA,"605e7170-1123-11d9-8433-b8a03c50a862",NA,NA,NA,NA,NA,NA,"9da8b121-4b0b-11e9-b8e8-005056be20a7",TRUE,NA,NA,"7e9670e7-b45c-4f66-9300-fa8f98c9c79d","ZSS",NA,"6b812cf9-6499-4d91-a5ff-c14c8d7d2600",TRUE,"KE","EN",2575276795,"Plantae",6,NA,"2022-03-08T08:01:34.318+00:00","2022-03-08T08:04:54.609+00:00","2022-03-08T08:04:54.609+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,"2021-08-24T10:08:52.000+00:00",1,NA,NA,NA,"9da8b121-4b0b-11e9-b8e8-005056be20a7",NA,"PRESENT","Asparagales",1169,NA,"ZSS","Tracheophyta",7707728,"DWC_ARCHIVE","CH","605e7170-1123-11d9-8433-b8a03c50a862","Bally","4093",NA,NA,NA,"United Herbaria of the University and ETH Zurich","Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,NA,2778017,"ACCEPTED","SPECIES","PhysicalObject",NA,"20 m","1940",NA,1940,2022-03-09
"21","Aloe ballyi Reynolds",2778017,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"ZSS-000001","Liliopsida",196,"Central prov.; Machakos Distr.; Thika, 20 miles beyond township on banks of Athi River, Kenya","Sukkulentensammlung Zürich",NA,NA,NA,NA,"Kenya",1,NA,"963de00e-f762-11e1-a439-00145eb45e9a",NA,NA,NA,NA,"1940-01-01T00:00:00",NA,"Asphodelaceae",4259209,NA,"Kenya","202130534","Aloe","Aloe",2770879,NA,NA,NA,NA,NA,NA,NA,"605e7170-1123-11d9-8433-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,"604fc868-f762-11e1-a439-00145eb45e9a","ZSS",NA,"6b812cf9-6499-4d91-a5ff-c14c8d7d2600",TRUE,"KE","EN",202130534,"Plantae",6,NA,NA,"2022-01-30T12:07:57.570+00:00","2022-01-30T12:07:57.570+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","""Central prov.; Machakos Distr.; Thika, 20 miles beyond township on banks of Athi River""",NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT","Asparagales",1169,NA,NA,"Tracheophyta",7707728,"BIOCASE","CH","605e7170-1123-11d9-8433-b8a03c50a862","Bally",NA,NA,NA,NA,NA,"Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,NA,2778017,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1940,2022-03-09
"22","Aloe ballyi Reynolds",2778017,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"K000210683","Liliopsida",196,"Tanzania","Herbarium",NA,"dceb8d52-094c-4c2c-8960-75e0097c6861",NA,NA,"Tanzania",153,NA,"cd6e21c8-9e8a-493a-8a76-fbf7862069e5",NA,NA,2,762,"1936-02-02T00:00:00","A tree aloe up to 20 ft. tall, unbranched from the ground. Leaves grey green up to 3 ft. long and 6 in. wide at the base. Flowers dark orange-red in much panicles up to 2 ft. long. the whole plant smells strongly of mice.","Asphodelaceae",4259209,NA,"Tanzania, United Republic of","912192188","Aloe","Aloe",2770879,"WGS84","Gazetteer",NA,NA,"Found in local stands in Acacia Commiphora Sterculia Euphorbia association.","ALOACEAE","Same","061b4f20-f241-11da-a328-b8a03c50a862",NA,NA,NA,NA,NA,"Reynolds, G.W.","K000210683",FALSE,NA,NA,"996e30f8-f762-11e1-a439-00145eb45e9a","K",NA,"fa252605-26f6-426c-9892-94d071c2c77f",FALSE,"TZ","EN",912192188,"Plantae",6,NA,"2021-11-26T09:54:57.270+00:00","2022-01-30T13:45:07.438+00:00","2022-01-30T13:45:07.438+00:00",-4.13,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,37.95,NA,2,"Same",NA,NA,"http://specimens.kew.org/herbarium/K000210683","From the herbarium East African Agricultural research station, Amani.","PRESENT","Asparagales",1169,NA,NA,"Tracheophyta",7707728,"DWC_ARCHIVE","GB","061b4f20-f241-11da-a328-b8a03c50a862","Greenway, P.J.","4573",NA,NA,NA,NA,"Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,NA,2778017,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1936,2022-03-09
"23","Aloe ballyi Reynolds",2778017,"Kilimanjaro","Same",NA,"PRESERVED_SPECIMEN","http://www.tropicos.org/Specimen/3018178","3018178","Liliopsida",196,"Pare District: Kisiwani, Kilimanjaro, Same, Tanzania, AFRICA","MO","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,"AFRICA",NA,"Tanzania",192,NA,"7bd65a7a-f762-11e1-a439-00145eb45e9a","Tropicos",NA,NA,NA,"1936-02-01T00:00:00",NA,"Asphodelaceae",4259209,NA,"Tanzania, United Republic of","1260391437","Aloe","Aloe",2770879,"WGS84",NA,NA,NA,NA,NA,NA,"90fd6680-349f-11d8-aa2d-b8a03c50a862",NA,NA,NA,NA,NA,"FTEA","urn:catalog:MO:Tropicos:3018178",FALSE,NA,NA,"c4e134d3-c68f-406d-a116-6a37895602e0","MO",NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",FALSE,"TZ","EN",1260391437,"Plantae",6,NA,"2021-11-21T19:30:21.621+00:00","2022-01-29T19:48:05.384+00:00","2022-01-29T19:48:05.384+00:00",-4.13333,"http://creativecommons.org/licenses/by/4.0/legalcode","Pare District: Kisiwani",37.95,NA,2,NA,"ICNafp","No opinion","urn:catalog:MO:Tropicos:3018178",NA,"PRESENT","Asparagales",1169,NA,"MOBOT","Tracheophyta",7707728,"DWC_ARCHIVE","US","90fd6680-349f-11d8-aa2d-b8a03c50a862","P.J. Greenway","Greenway 4573",NA,NA,NA,"Missouri Botanical Garden","Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,"50142452",2778017,"ACCEPTED","SPECIES","PhysicalObject",NA,NA,NA,NA,1936,2022-03-09
"24","Aloe ballyi Reynolds",2778017,"Coast","Taita",NA,"PRESERVED_SPECIMEN","http://www.tropicos.org/Specimen/3044964","3044964","Liliopsida",196,"Teita Sisal Estate. Church Hill. Degraded bush on Rocky Hill, Coast, Taita, Kenya, AFRICA","MO","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,"AFRICA",NA,"Kenya",192,NA,"7bd65a7a-f762-11e1-a439-00145eb45e9a","Tropicos",NA,17,950,"1900-08-17T00:00:00",NA,"Asphodelaceae",4259209,NA,"Kenya","1260421101","Aloe","Aloe",2770879,"WGS84",NA,NA,NA,NA,NA,NA,"90fd6680-349f-11d8-aa2d-b8a03c50a862",NA,NA,NA,NA,NA,NA,"urn:catalog:MO:Tropicos:3044964",FALSE,NA,NA,"c4e134d3-c68f-406d-a116-6a37895602e0","MO",NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",FALSE,"KE","EN",1260421101,"Plantae",6,NA,"2021-11-21T19:30:21.621+00:00","2022-01-29T19:48:10.150+00:00","2022-01-29T19:48:10.150+00:00",-3.5,"http://creativecommons.org/licenses/by/4.0/legalcode","Teita Sisal Estate. Church Hill. Degraded bush on Rocky Hill",38.38333,NA,8,NA,"ICNafp","No opinion","urn:catalog:MO:Tropicos:3044964",NA,"PRESENT","Asparagales",1169,NA,"MOBOT","Tracheophyta",7707728,"DWC_ARCHIVE","US","90fd6680-349f-11d8-aa2d-b8a03c50a862","W.R.Q. Luke","Luke 6445",NA,NA,NA,"Missouri Botanical Garden","Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,"50142452",2778017,"ACCEPTED","SPECIES","PhysicalObject",NA,NA,NA,NA,1900,2022-03-09
"25","Aloe ballyi Reynolds",2778017,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"315980","Liliopsida",196,"Kenya","GBR",NA,NA,NA,NA,"Kenya",156,NA,"865df020-f762-11e1-a439-00145eb45e9a",NA,NA,NA,NA,NA,NA,"Asphodelaceae",4259209,NA,"Kenya","230668750","Aloe","Aloe",2770879,NA,NA,NA,NA,NA,NA,NA,"a3c228d0-3110-11db-abb8-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,"60361c38-f762-11e1-a439-00145eb45e9a","GBR004",NA,NA,FALSE,"KE","EN",230668750,"Plantae",6,NA,"2022-03-08T20:09:33.948+00:00","2022-03-08T20:30:27.683+00:00","2022-03-08T20:30:27.683+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT","Asparagales",1169,NA,NA,"Tracheophyta",7707728,"DWC_ARCHIVE",NA,"a3c228d0-3110-11db-abb8-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,NA,2778017,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,2022-03-09
"26","Aloe ballyi Reynolds",2778017,"Central","Kiambu",NA,"PRESERVED_SPECIMEN","http://www.tropicos.org/Specimen/3148834","3148834","Liliopsida",196,"Juja; relict scrub bordering river NE of town., Central, Kiambu, Kenya, AFRICA","MO","http://biocol.org/urn:lsid:biocol.org:col:15859",NA,"AFRICA",NA,"Kenya",192,NA,"7bd65a7a-f762-11e1-a439-00145eb45e9a","Tropicos","2007-01-01T00:00:00",NA,NA,NA,NA,"Asphodelaceae",4259209,NA,"Kenya","1260536224","Aloe","Aloe",2770879,"WGS84",NA,NA,NA,NA,NA,NA,"90fd6680-349f-11d8-aa2d-b8a03c50a862",NA,NA,NA,NA,NA,"S. Carter (K)","urn:catalog:MO:Tropicos:3148834",FALSE,1,NA,"c4e134d3-c68f-406d-a116-6a37895602e0","MO",NA,"1be3aa67-8f90-4309-92f4-bd55426a8c09",FALSE,"KE","EN",1260536224,"Plantae",6,NA,"2021-11-21T19:30:21.621+00:00","2022-01-29T19:46:04.964+00:00","2022-01-29T19:46:04.964+00:00",-1.166667,"http://creativecommons.org/licenses/by/4.0/legalcode","Juja; relict scrub bordering river NE of town.",37.016667,NA,NA,NA,"ICNafp","No opinion","urn:catalog:MO:Tropicos:3148834",NA,"PRESENT","Asparagales",1169,NA,"MOBOT","Tracheophyta",7707728,"DWC_ARCHIVE","US","90fd6680-349f-11d8-aa2d-b8a03c50a862","L.E. Newton","Newton 4263",NA,NA,NA,"Missouri Botanical Garden","Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,NA,"50142452",2778017,"ACCEPTED","SPECIES","PhysicalObject",NA,NA,NA,NA,NA,2022-03-09
"27","Aloe ballyi Reynolds",2778017,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ557631","PRESERVED_SPECIMEN",NA,"KewDNABank37824","Liliopsida",196,"NA",NA,NA,NA,NA,NA,NA,1,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,NA,NA,NA,NA,"Asphodelaceae",4259209,NA,NA,"3350376574","Aloe","Aloe",2770879,NA,NA,NA,NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,"KJ557631",FALSE,NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,FALSE,NA,"EN",3350376574,"Plantae",6,NA,"2021-11-22T15:29:19.146+00:00","2022-01-29T22:20:41.528+00:00","2022-01-29T22:20:41.528+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,"KJ557631","Aloe ballyi voucher KewDNABank37824 trnL gene, intron; chloroplast.","PRESENT","Asparagales",1169,NA,NA,"Tracheophyta",7707728,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230",NA,NA,"https://www.ebi.ac.uk/ena/browser/view/KJ557631",NA,NA,NA,"Aloe ballyi Reynolds","Aloe ballyi",2778017,"ballyi",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:1593056","ASV:4828cb04acbd7c04825038aeebce6fbc",2778017,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,2022-03-09
